Category,Technology,Travel,Sports,Finance,Entertainment,World,Fashion,Health
political,0,0,0,2,0,3,0,0
reliant,0,0,0,2,0,0,0,0
unstable,0,0,0,2,0,0,0,0
carmakers,0,0,0,2,0,0,0,0
earnings,0,0,0,2,0,0,0,0
microsoft,2,0,0,2,0,0,0,0
noted,1,0,3,2,0,0,0,1
tax,0,0,0,2,0,0,0,1
sentiment,0,0,0,2,0,2,0,1
renault,0,0,0,2,0,0,0,0
rabobank,0,0,0,2,0,0,0,0
msft,2,0,0,2,0,0,0,0
slug,0,0,1,2,0,0,0,0
twtr,0,0,0,2,0,0,0,0
see,1,12,9,1,2,6,8,5
home,1,11,8,1,3,7,2,6
weather,0,11,1,1,5,9,1,3
best,2,10,13,1,2,3,2,5
place,0,10,4,1,0,5,4,5
life,0,9,1,1,5,6,6,9
way,3,8,11,1,2,4,6,9
every,1,8,6,1,5,5,4,6
music,2,7,0,1,3,0,0,0
love,0,7,1,1,7,1,2,2
building,0,7,1,1,1,4,1,2
important,0,7,4,1,1,0,4,5
days,0,7,3,1,1,5,2,2
might,1,7,9,1,1,2,3,4
whether,1,7,5,1,0,0,2,4
natural,0,6,2,1,0,2,3,1
open,1,6,6,1,3,5,4,4
note,2,6,3,1,0,0,1,0
vacation,0,6,1,1,0,0,0,0
view,0,6,4,1,3,2,1,0
know,2,6,6,1,2,4,3,8
things,3,5,9,1,1,3,3,7
offer,3,5,5,1,0,0,1,3
summer,0,5,2,1,0,0,4,0
try,1,5,2,1,1,4,3,3
high,0,5,5,1,1,3,2,5
space,2,5,2,1,1,0,1,2
history,0,5,3,1,1,4,5,0
soon,3,5,4,1,1,1,0,3
able,3,5,4,1,1,3,1,7
ever,0,5,7,1,0,2,3,2
call,1,5,1,1,0,4,0,1
think,2,5,7,1,3,5,4,6
long,0,5,7,1,1,5,3,4
show,3,5,3,1,2,4,4,3
across,1,5,2,1,0,5,5,4
share,0,5,16,1,1,0,0,2
good,1,5,12,1,1,1,7,7
part,2,5,16,1,1,4,5,5
bit,2,5,3,1,0,0,1,2
enjoy,0,5,1,1,1,0,2,1
street,1,5,1,1,0,1,0,1
though,2,5,6,1,3,7,1,6
goes,0,5,3,1,0,1,2,0
state,3,5,3,1,0,3,3,1
nothing,0,5,7,1,4,2,1,2
include,2,5,1,1,0,3,2,5
winter,0,4,6,1,0,1,3,1
massive,1,4,1,1,0,0,2,1
ago,0,4,3,1,3,1,6,5
night,2,4,6,1,1,4,1,3
ground,0,4,0,1,0,2,0,3
area,1,4,0,1,1,3,1,4
strong,0,4,4,1,0,2,0,4
reason,0,4,5,1,0,5,0,3
works,1,4,0,1,0,0,1,3
within,3,4,6,1,0,4,1,2
ride,0,4,2,1,0,2,0,0
parts,0,4,1,1,0,1,2,0
tell,1,4,1,1,2,2,1,4
three,1,4,8,1,1,6,2,3
near,0,4,6,1,0,3,1,1
afternoon,0,4,2,1,0,0,1,0
texas,0,4,2,1,0,0,1,0
stand,0,4,3,1,0,2,1,0
collection,0,4,0,1,0,1,4,0
blue,0,4,3,1,1,0,0,0
several,1,4,0,1,1,5,3,3
sports,0,4,16,1,0,0,2,1
name,1,4,4,1,0,4,1,2
return,0,4,9,1,0,1,0,0
instead,4,4,5,1,2,2,3,4
reports,3,3,0,1,1,3,0,1
hold,0,3,4,1,0,0,1,1
feeling,0,3,2,1,0,3,1,3
inside,2,3,2,1,1,5,4,3
sight,0,3,1,1,0,1,0,0
sign,0,3,3,1,0,0,0,1
working,0,3,1,1,1,5,4,6
date,1,3,1,1,1,1,0,0
course,1,3,5,1,1,2,3,6
singapore,2,3,0,1,0,0,1,1
power,1,3,6,1,0,4,1,1
industry,3,3,0,1,0,2,1,0
small,1,3,4,1,1,1,3,4
found,0,3,3,1,1,6,1,6
santa,0,3,0,1,0,0,0,1
video,0,3,3,1,1,5,1,0
face,0,3,1,1,2,10,6,3
fact,0,3,6,1,0,2,1,2
word,0,3,2,1,0,1,0,3
coffee,0,3,0,1,0,3,0,1
hand,0,3,4,1,0,0,1,2
born,0,3,1,1,0,0,1,1
interested,0,3,3,1,1,0,1,0
extra,2,3,3,1,1,0,0,2
ahead,0,3,16,1,0,0,0,0
clear,3,3,2,1,2,3,0,1
jeff,0,3,5,1,0,0,0,1
popular,0,3,2,1,1,5,4,0
manhattan,1,3,0,1,0,0,0,0
stories,1,3,0,1,0,1,0,1
star,2,3,7,1,0,0,2,0
heading,0,3,2,1,0,0,0,1
anyone,0,3,3,1,0,2,0,1
arts,1,3,0,1,0,0,1,2
perspective,0,3,2,1,0,1,3,0
none,0,3,3,1,0,1,0,1
everyone,1,3,4,1,2,2,1,1
members,0,3,0,1,0,8,0,3
built,1,3,1,1,0,0,1,0
common,0,3,0,1,0,4,2,1
simple,1,3,1,1,0,0,2,2
simply,0,3,2,1,0,0,1,1
spend,0,3,4,1,0,0,2,1
later,1,3,4,1,0,6,2,3
comfortable,0,3,2,1,0,0,1,0
taking,1,3,4,1,1,3,1,6
host,0,3,1,1,1,0,1,0
changes,0,3,1,1,0,0,0,4
escape,0,3,0,1,0,1,0,0
says,3,3,2,1,6,5,11,7
today,3,3,2,1,2,3,5,2
figure,0,3,1,1,0,0,1,1
offers,0,3,2,1,0,0,1,1
faster,1,3,0,1,0,1,0,0
goal,1,3,3,1,0,0,0,2
king,0,3,0,1,1,2,0,0
attention,1,3,1,1,1,3,3,3
reasons,0,3,1,1,0,2,0,1
china,1,2,0,1,0,1,2,0
explained,0,2,2,1,0,2,0,2
passport,0,2,0,1,0,0,0,0
saying,2,2,6,1,2,7,1,2
kids,1,2,1,1,0,1,1,2
played,0,2,5,1,1,1,0,1
citizens,0,2,0,1,0,5,0,1
opens,0,2,0,1,0,0,1,0
turned,0,2,1,1,0,1,2,3
laws,2,2,0,1,0,4,0,1
slow,0,2,2,1,0,0,1,3
caused,1,2,1,1,1,2,1,1
scott,2,2,3,1,1,0,0,0
director,2,2,0,1,1,1,1,5
internal,2,2,1,1,1,1,0,0
play,3,2,11,1,0,3,0,4
plan,3,2,4,1,0,0,0,1
influential,0,2,0,1,0,0,2,0
mind,0,2,3,1,1,0,2,4
spring,0,2,4,1,1,2,1,0
nowhere,0,2,1,1,0,2,0,0
submit,0,2,0,1,0,0,0,1
line,1,2,7,1,0,2,0,2
medical,0,2,0,1,0,3,1,7
age,1,2,3,1,1,5,2,10
process,0,2,2,1,1,1,2,2
lock,0,2,1,1,0,0,0,0
david,0,2,5,1,1,1,1,1
system,0,2,16,1,0,0,0,2
steel,0,2,0,1,0,0,0,0
bring,0,2,0,1,2,3,0,2
site,2,2,0,1,0,1,2,0
variety,0,2,2,1,1,0,1,2
law,3,2,1,1,0,6,1,1
mayor,0,2,0,1,0,0,0,1
electronic,2,2,0,1,0,0,0,1
speak,0,2,0,1,0,0,0,0
relaxing,0,2,0,1,0,0,0,0
spread,0,2,2,1,0,0,0,2
becoming,2,2,4,1,1,1,0,0
TRUE,0,2,3,1,1,1,2,1
gun,0,2,2,1,0,0,0,0
happen,1,2,7,1,0,1,2,3
care,0,2,2,1,1,4,2,5
speed,0,2,3,1,0,0,0,0
read,1,2,3,1,4,9,7,2
peak,0,2,1,1,0,0,0,1
casual,0,2,1,1,0,0,1,0
station,0,2,0,1,0,1,0,0
jordan,0,2,5,1,0,0,0,0
clean,0,2,0,1,0,0,0,1
lived,0,2,1,1,0,1,1,0
eating,0,2,0,1,0,0,0,1
michael,1,2,3,1,0,3,0,1
front,0,2,3,1,1,0,1,2
mode,0,2,1,1,0,0,1,0
management,1,2,1,1,0,0,0,1
turbulence,0,2,0,1,0,0,0,0
artists,1,2,0,1,1,0,3,0
friends,0,2,1,1,1,4,0,5
whose,0,2,3,1,1,5,1,0
men,0,2,1,1,0,2,1,2
weeks,0,2,5,1,1,1,0,3
matter,1,2,4,1,0,1,2,1
stop,2,2,1,1,1,2,1,2
brazil,0,2,0,1,0,0,0,0
appeared,1,2,1,1,1,0,1,1
dreams,0,2,0,1,0,2,0,1
magazine,1,2,0,1,0,0,1,1
editor,1,2,0,1,0,0,0,1
happening,0,2,1,1,0,2,1,2
editors,0,2,0,1,0,0,0,0
transportation,1,2,0,1,0,1,0,2
effort,0,2,3,1,0,1,0,2
sunday,0,2,2,1,1,5,0,1
grow,1,2,1,1,0,0,3,1
group,2,2,3,1,0,4,1,5
lunch,0,2,0,1,0,0,0,0
especially,1,2,4,1,2,0,1,2
morning,0,2,2,1,0,5,0,0
seat,0,2,0,1,0,0,0,0
mary,0,2,0,1,0,0,0,1
helping,1,2,2,1,0,2,0,4
beginning,0,2,2,1,1,4,0,2
particularly,2,2,3,1,0,0,3,2
tennessee,0,2,1,1,0,0,0,0
absolutely,0,2,1,1,0,0,0,0
flow,0,2,1,1,0,0,0,1
giving,2,2,2,1,1,0,0,4
red,1,2,8,1,1,0,0,3
nobody,0,2,3,1,0,2,1,0
helped,0,2,3,1,1,0,0,5
thought,0,2,5,1,2,2,0,2
pride,0,2,0,1,0,0,0,0
jack,0,2,0,1,0,0,0,0
school,0,2,2,1,1,7,2,8
must,3,2,3,1,5,3,1,4
writers,0,2,1,1,0,0,0,0
enter,0,2,1,1,0,0,1,1
london,2,2,0,1,0,2,5,0
newly,0,2,2,1,1,0,0,0
talking,0,2,1,1,1,0,2,0
snow,0,2,0,1,0,0,1,1
report,0,2,16,1,2,9,1,7
social,0,2,1,1,1,4,1,5
picture,0,2,4,1,1,1,0,0
hawaii,0,2,0,1,0,0,0,0
thousands,2,2,0,1,0,6,3,2
feature,0,2,0,1,0,0,1,0
cheap,1,2,2,1,0,0,1,0
paper,0,2,1,1,1,0,0,0
someone,0,2,2,1,0,2,2,2
reminder,0,2,0,1,0,1,1,1
week,1,2,8,1,3,5,2,5
seems,0,2,3,1,0,0,2,0
patrick,0,2,0,1,0,1,0,0
follow,2,2,9,1,0,4,1,2
option,1,2,4,1,0,1,0,1
double,0,2,1,1,1,1,1,1
village,0,2,0,1,0,2,1,1
teacher,0,2,0,1,0,0,0,1
peace,2,2,0,1,0,2,0,1
waiting,1,2,3,1,0,2,2,1
anywhere,0,2,1,1,0,0,0,0
accent,0,2,0,1,0,1,0,0
remember,2,2,4,1,0,0,0,2
april,0,2,1,1,1,2,0,0
wild,0,2,0,1,0,1,1,1
gets,1,2,1,1,2,3,2,0
rare,1,2,1,1,0,0,4,3
machine,1,1,0,1,0,0,0,1
types,0,1,0,1,0,2,0,0
bringing,1,1,1,1,0,3,1,0
schools,0,1,0,1,0,3,1,2
release,4,1,0,1,1,2,0,0
billboard,1,1,0,1,1,0,0,0
bottom,1,1,0,1,0,0,1,1
losing,0,1,5,1,0,0,0,2
son,0,1,1,1,2,4,0,1
loads,0,1,0,1,0,0,0,0
positive,1,1,1,1,1,0,0,1
values,1,1,0,1,0,1,2,0
pulled,1,1,3,1,0,0,0,0
quite,0,1,4,1,0,2,3,0
complicated,0,1,1,1,0,0,3,1
depressed,0,1,0,1,0,0,0,0
saw,0,1,4,1,0,4,0,4
knew,0,1,1,1,0,1,0,2
prime,0,1,1,1,0,6,0,1
worries,0,1,0,1,0,0,0,0
jumped,0,1,1,1,0,0,0,1
supermarket,0,1,0,1,0,0,0,0
jets,0,1,1,1,0,0,0,0
polls,0,1,0,1,0,0,0,0
newspaper,0,1,0,1,1,0,0,1
threatens,0,1,0,1,0,0,0,0
act,0,1,1,1,1,3,1,1
watched,0,1,1,1,0,0,0,1
consider,2,1,3,1,0,0,2,1
displays,0,1,0,1,0,0,1,1
teen,1,1,0,1,1,0,0,0
keeping,0,1,1,1,1,0,0,0
science,2,1,0,1,0,0,2,2
signs,1,1,2,1,0,0,0,1
severely,1,1,2,1,0,0,0,0
brooklyn,0,1,1,1,0,0,0,0
impact,0,1,4,1,1,0,0,4
equity,0,1,0,1,0,0,0,0
banner,0,1,0,1,0,0,0,0
banking,1,1,0,1,0,0,1,0
hitting,0,1,2,1,0,0,0,0
extreme,0,1,0,1,0,0,1,1
parents,1,1,0,1,0,1,0,3
continue,1,1,4,1,1,0,0,2
sprint,1,1,1,1,0,0,0,0
appropriate,0,1,0,1,0,0,1,1
legal,4,1,0,1,1,2,0,1
seemed,0,1,1,1,1,1,1,2
anxious,0,1,0,1,0,0,0,0
casino,0,1,0,1,0,0,0,0
interests,0,1,1,1,0,0,0,1
familiar,0,1,1,1,1,0,0,1
digging,0,1,0,1,0,0,0,0
paul,0,1,1,1,1,2,1,1
haul,0,1,1,1,0,0,0,0
pressure,0,1,2,1,1,3,0,1
software,0,1,0,1,0,0,0,0
placed,0,1,0,1,0,0,1,0
searched,0,1,0,1,0,2,0,0
split,0,1,1,1,0,0,1,0
vessels,0,1,0,1,0,0,0,0
painful,0,1,0,1,0,0,1,3
tipping,0,1,0,1,0,0,0,0
nasty,1,1,0,1,0,0,0,0
assigned,0,1,0,1,0,0,0,0
terms,1,1,2,1,0,1,1,0
ill,0,1,1,1,0,0,0,1
confirmed,0,1,0,1,0,0,0,1
battle,0,1,4,1,0,2,0,1
turns,0,1,1,1,0,0,2,3
cost,1,1,3,1,0,1,0,2
appear,0,1,1,1,1,3,1,0
supporting,0,1,0,1,0,0,0,1
graphic,0,1,0,1,0,1,0,1
write,0,1,1,1,0,0,1,1
ended,2,1,3,1,1,5,0,0
album,1,1,0,1,0,0,0,0
equipment,0,1,0,1,0,1,1,3
discovered,0,1,0,1,0,2,1,0
blame,0,1,1,1,0,0,0,0
article,1,1,0,1,0,1,1,2
learning,1,1,0,1,1,0,0,3
media,3,1,16,1,1,4,1,0
strained,0,1,1,1,0,1,0,0
throw,0,1,0,1,0,0,0,0
greatly,0,1,0,1,0,2,0,0
hospitals,0,1,0,1,0,0,0,3
learned,1,1,2,1,0,3,0,1
arena,0,1,1,1,0,0,0,0
tried,0,1,2,1,0,2,0,2
committee,0,1,1,1,0,1,0,0
selling,1,1,1,1,0,0,1,0
juice,0,1,0,1,0,0,0,0
meanwhile,1,1,2,1,0,0,0,0
missing,1,1,1,1,1,0,0,0
likes,0,1,2,1,0,0,1,0
fleet,0,1,0,1,0,0,0,0
anymore,0,1,0,1,1,0,0,0
conflict,0,1,0,1,0,1,0,0
game,1,1,9,1,4,1,0,1
abroad,0,1,0,1,0,1,1,0
draw,0,1,2,1,0,1,0,0
reportedly,0,1,0,1,0,2,0,0
required,0,1,3,1,0,1,0,0
picked,0,1,1,1,0,0,0,0
recession,0,1,0,1,0,0,0,0
wonderful,0,1,1,1,0,0,0,0
wells,0,1,0,1,0,0,0,0
businessman,0,1,0,1,0,0,1,0
joins,0,1,0,1,0,0,0,0
tunes,1,1,0,1,0,0,0,0
desperate,0,1,0,1,0,0,0,1
hits,0,1,2,1,0,0,0,0
prominent,0,1,1,1,0,1,1,0
loss,1,1,5,1,0,1,1,3
stakes,1,1,1,1,0,0,0,0
neutral,1,1,1,1,1,0,0,0
piece,0,1,2,1,0,0,2,1
marketplace,0,1,0,1,0,2,0,1
sorry,0,1,0,1,0,0,0,0
japanese,0,1,0,1,1,0,1,1
asia,0,1,0,1,0,2,1,0
active,2,1,3,1,0,1,0,3
arms,0,1,2,1,1,1,0,1
used,0,1,3,1,1,5,2,7
seem,1,1,2,1,0,3,1,2
estimated,0,1,0,1,0,1,0,3
stepping,0,1,0,1,0,0,0,0
cofounder,1,1,0,1,1,0,0,0
reference,0,1,0,1,0,0,1,0
olympics,0,1,0,1,0,0,2,0
picking,0,1,1,1,0,0,0,0
interest,0,1,2,1,0,1,1,0
balance,0,1,1,1,0,0,1,2
study,0,1,0,1,0,0,1,6
kid,1,1,0,1,0,0,0,1
claims,1,1,0,1,0,0,0,0
yes,1,1,2,1,4,0,0,1
predicting,0,1,0,1,0,0,0,0
super,0,1,1,1,0,0,0,1
negative,0,1,2,1,0,1,0,1
pair,0,1,2,1,1,0,3,2
billionaire,0,1,0,1,0,0,0,0
olympic,0,1,0,1,1,0,0,1
dealing,0,1,2,1,0,0,0,0
adds,0,1,0,1,0,1,1,0
airfields,0,1,0,1,0,0,0,0
flexibility,0,1,1,1,0,0,0,0
insider,0,1,0,1,0,0,0,0
india,1,1,0,1,0,1,0,0
growing,1,1,1,1,4,5,1,1
johnson,0,1,1,1,1,2,0,2
killed,1,1,0,1,0,7,0,0
mining,0,1,0,1,0,0,0,0
shocked,0,1,0,1,0,0,0,0
potential,1,1,5,1,0,0,1,3
paid,2,1,3,1,0,0,2,0
sheets,0,1,0,1,0,0,0,1
surprising,0,1,4,1,0,0,0,1
label,1,1,0,1,0,0,0,0
affordable,0,1,0,1,1,1,1,1
traded,0,1,6,1,0,0,0,0
cancer,0,1,0,1,1,0,0,4
dramatic,1,1,1,1,0,1,0,1
driven,0,1,0,1,0,2,1,0
oilrich,0,1,0,1,0,0,0,0
bottle,0,1,1,1,0,0,0,0
gates,1,1,0,1,0,2,0,0
stations,0,1,0,1,0,0,0,0
meaning,0,1,0,1,0,0,1,0
file,2,1,0,1,0,0,0,1
sergey,0,1,0,1,0,0,0,0
sitting,0,1,2,1,0,2,1,1
difference,0,1,1,1,0,2,0,1
rifles,0,1,0,1,0,1,0,0
funding,1,1,0,1,0,0,0,0
benefits,0,1,0,1,0,0,0,3
statement,0,1,3,1,2,6,1,1
doctors,0,1,0,1,0,0,0,8
believe,1,1,3,1,2,3,2,1
orders,1,1,0,1,0,2,0,0
joining,0,1,1,1,0,1,0,0
expert,1,1,0,1,0,0,0,1
raise,0,1,2,1,0,0,0,2
cents,0,1,0,1,0,0,0,0
development,1,1,0,1,0,0,1,2
koch,0,1,0,1,0,0,0,0
ceo,3,1,0,1,0,0,1,1
source,1,1,1,1,1,3,0,2
bid,0,1,1,1,0,0,0,0
vehicles,0,1,0,1,0,2,0,0
alaska,0,1,0,1,0,0,1,0
blizzard,0,1,0,1,0,0,0,0
profile,0,1,0,1,0,1,1,0
amazon,0,1,0,1,0,0,0,0
slipping,0,1,0,1,0,0,0,1
lie,0,1,0,1,0,0,1,0
arkansas,0,1,1,1,0,0,0,0
jessica,0,1,0,1,0,0,0,0
strategic,0,1,0,1,0,0,0,1
unlikely,0,1,1,1,0,0,2,1
concerns,0,1,1,1,0,0,0,0
absurd,1,1,0,1,0,0,0,0
normally,0,1,0,1,0,1,2,1
pouring,0,1,0,1,0,0,0,0
defiant,0,1,0,1,0,0,0,0
dubai,0,1,0,1,0,0,0,0
billions,0,1,0,1,0,0,0,0
chris,0,1,7,1,1,3,0,1
buy,4,1,4,1,0,0,2,1
dangerous,0,1,1,1,0,0,1,1
surreal,1,1,0,1,0,1,1,0
hundreds,0,1,0,1,4,7,0,6
kentucky,0,1,0,1,0,0,0,1
gave,1,1,2,1,0,2,1,2
apart,0,1,1,1,0,0,1,0
officer,0,1,1,1,0,3,0,1
uncle,1,1,0,1,0,0,0,0
tim,0,1,1,1,0,2,0,0
level,0,1,2,1,0,2,0,3
trend,1,1,1,1,0,0,0,0
water,1,1,2,1,0,0,2,3
swedish,1,1,0,1,0,0,0,0
fourth,0,1,5,1,0,0,0,2
speaks,0,1,2,1,0,1,0,0
happened,0,1,3,1,0,4,3,0
begun,0,1,0,1,0,0,2,0
ultimately,0,1,4,1,0,2,0,0
billionaires,0,1,0,1,0,0,0,0
case,5,1,5,1,0,1,2,3
cash,0,1,2,1,0,0,0,0
model,1,1,1,1,1,0,1,1
kill,2,1,0,1,0,2,0,1
blob,0,1,0,1,0,0,0,0
recalls,0,1,0,1,0,0,1,1
included,1,1,2,1,2,2,1,4
missouri,0,1,1,1,0,0,0,0
short,0,1,5,1,1,0,0,1
september,1,1,1,1,1,4,1,1
soccer,0,1,0,1,0,0,1,0
bigger,1,1,2,1,0,0,1,2
health,2,1,0,1,0,4,0,11
fees,1,1,0,1,0,0,0,0
aims,0,1,0,1,0,1,0,1
stands,0,1,0,1,0,1,1,1
defense,0,1,5,1,0,2,0,0
creating,0,1,0,1,0,0,1,2
sold,0,1,1,1,0,1,4,0
higher,2,1,1,1,0,0,0,4
moving,0,1,3,1,0,1,1,0
edge,0,1,16,1,0,0,1,0
workers,0,1,0,1,0,1,1,2
customers,8,1,0,1,0,0,0,0
streaming,1,1,1,1,0,0,0,0
associated,0,1,1,1,0,0,0,5
users,2,1,0,1,0,1,0,1
problems,0,1,1,1,1,2,2,4
notes,0,1,0,1,0,0,1,1
struggled,1,1,2,1,0,0,0,0
equally,0,1,2,1,0,0,1,0
mogul,0,1,0,1,0,0,0,0
agency,2,1,2,1,0,3,0,2
belts,0,1,0,1,0,0,0,1
married,0,1,1,1,1,0,0,1
frustrated,0,1,0,1,0,0,0,0
job,1,1,7,1,0,3,1,3
unclear,0,1,0,1,0,0,1,0
wall,0,1,1,1,1,2,1,0
present,2,1,1,1,0,1,0,1
searching,0,1,0,1,0,0,0,1
lead,1,1,5,1,0,1,0,3
transfer,0,1,1,1,0,0,0,0
record,1,1,2,1,0,0,4,0
junk,0,1,0,1,0,0,0,2
payoff,0,0,0,1,0,0,0,0
beneficiaries,0,0,0,1,0,0,0,0
dna,0,0,0,1,0,0,0,1
therefore,0,0,0,1,0,0,0,1
democratic,0,0,0,1,0,1,0,0
telecom,0,0,0,1,0,0,0,0
threatened,0,0,0,1,0,0,0,0
shopper,0,0,0,1,0,0,0,0
chevron,0,0,0,1,0,0,0,0
nations,0,0,0,1,0,1,1,1
aapl,4,0,0,1,0,0,0,0
greenback,0,0,0,1,0,0,0,0
advisors,0,0,0,1,0,0,0,0
result,1,0,5,1,0,0,2,1
wti,0,0,0,1,0,0,0,0
debt,1,0,0,1,0,0,0,0
roller,0,0,0,1,0,0,0,0
priceline,0,0,0,1,0,0,0,0
bothers,0,0,0,1,0,0,0,0
commerce,0,0,0,1,0,0,0,0
expat,0,0,0,1,0,0,0,0
portrayed,0,0,1,1,0,0,0,0
sciences,0,0,0,1,0,0,0,1
fleurant,0,0,0,1,0,0,0,0
despair,0,0,0,1,0,0,0,0
consulting,0,0,0,1,0,0,0,0
liberal,0,0,0,1,0,1,0,0
ren,0,0,0,1,0,0,0,0
defaults,0,0,0,1,0,0,0,0
crashing,0,0,0,1,0,0,0,0
boost,0,0,1,1,0,0,0,1
krasnodar,0,0,0,1,0,0,0,0
gulf,0,0,1,1,0,1,0,0
ipo,0,0,0,1,0,0,0,0
claus,0,0,0,1,0,0,0,0
believes,1,0,0,1,0,1,2,3
admired,0,0,0,1,0,0,0,0
mirrors,0,0,0,1,0,0,0,0
sd,0,0,1,1,0,0,0,0
tendency,0,0,0,1,0,0,0,0
records,1,0,0,1,0,0,1,1
drilling,0,0,0,1,0,0,0,0
subscribers,1,0,1,1,0,0,0,0
rounding,0,0,0,1,0,0,0,0
unnamed,0,0,0,1,0,0,0,0
longrange,0,0,0,1,0,0,0,0
freefalling,0,0,0,1,0,0,0,0
realization,0,0,1,1,0,0,0,0
sam,2,0,0,1,0,0,1,0
sap,0,0,0,1,0,0,0,0
liquidity,0,0,0,1,0,0,0,0
elad,0,0,0,1,0,0,0,0
condemning,0,0,0,1,0,0,0,0
borrow,0,0,0,1,0,0,0,0
hastened,0,0,0,1,0,0,0,0
annexing,0,0,0,1,0,0,0,0
spillover,0,0,0,1,0,0,0,0
russianowned,0,0,0,1,0,0,0,0
policies,0,0,0,1,0,0,0,1
expenditures,0,0,0,1,0,0,0,0
missiles,0,0,0,1,0,0,0,0
edged,0,0,0,1,1,0,0,0
boosted,0,0,0,1,0,0,0,0
allocation,0,0,0,1,0,0,0,0
costs,1,0,1,1,0,0,0,1
acn,0,0,0,1,0,0,0,0
russ,0,0,0,1,0,0,0,0
hohum,0,0,0,1,0,0,0,0
cnbc,0,0,0,1,0,0,0,0
citizenship,0,0,0,1,0,0,0,0
drahi,0,0,0,1,0,0,0,0
sand,0,0,0,1,0,0,1,0
compliance,1,0,0,1,0,0,0,0
petroleum,0,0,0,1,0,2,0,0
hedgefund,0,0,0,1,0,0,0,0
gallon,0,0,0,1,0,0,0,0
pcln,0,0,0,1,0,0,0,0
status,0,0,2,1,0,0,0,0
resolute,0,0,0,1,0,0,0,0
downloads,1,0,0,1,0,0,0,0
qualify,0,0,0,1,0,0,0,0
reverential,0,0,0,1,0,0,0,0
aaa,0,0,0,1,0,0,0,0
scrawled,0,0,0,1,0,0,0,0
refusenik,0,0,0,1,0,0,0,0
kommersant,0,0,0,1,0,0,0,0
defended,0,0,0,1,0,0,0,0
nasdaq,0,0,0,1,0,0,0,0
writes,1,0,2,1,1,0,0,0
giants,0,0,2,1,0,0,0,0
activists,0,0,0,1,0,1,0,0
startup,1,0,0,1,0,0,0,0
unsettling,0,0,0,1,0,0,1,0
hardship,0,0,0,1,0,0,0,1
suburbs,0,0,0,1,0,0,0,0
aude,0,0,0,1,0,0,0,0
infamous,0,0,0,1,0,0,0,0
readers,0,0,0,1,0,0,0,1
eager,0,0,1,1,0,1,0,0
spat,1,0,0,1,0,0,0,0
considerably,1,0,0,1,0,0,0,1
considerable,0,0,1,1,0,0,0,1
posted,1,0,3,1,2,2,1,0
brka,0,0,0,1,0,0,0,0
factchecker,0,0,0,1,0,0,0,0
nonenergy,0,0,0,1,0,0,0,0
likewise,0,0,0,1,0,0,0,0
fighter,0,0,0,1,0,1,0,0
holes,0,0,1,1,0,0,0,1
confederation,0,0,0,1,0,0,0,0
advisory,1,0,0,1,0,0,0,0
astronauts,0,0,0,1,0,0,0,0
implodes,0,0,0,1,0,0,0,0
minerals,0,0,0,1,0,0,0,0
unprofitable,0,0,0,1,0,0,0,0
privatelyowned,0,0,0,1,0,0,0,0
involved,1,0,2,1,0,2,0,7
headline,0,0,0,1,0,0,1,0
lisin,0,0,0,1,0,0,0,0
doubling,1,0,0,1,0,0,0,0
baba,0,0,0,1,0,0,0,0
thin,0,0,2,1,0,0,0,0
weaken,0,0,0,1,0,0,0,0
halted,0,0,0,1,0,0,0,0
producer,1,0,0,1,1,1,0,0
warren,0,0,0,1,0,0,0,0
realize,0,0,0,1,0,0,3,1
accounts,0,0,1,1,0,0,0,0
exacerbated,0,0,0,1,0,0,0,0
writeup,0,0,0,1,0,0,0,0
thirteen,0,0,0,1,0,0,0,0
spill,0,0,0,1,0,0,0,0
FALSE,0,0,2,1,0,0,0,0
bonds,0,0,0,1,0,0,0,1
taxes,0,0,0,1,0,0,0,0
withstand,0,0,0,1,0,0,0,1
nationwide,0,0,0,1,0,0,0,0
nuclear,0,0,0,1,0,0,0,0
streams,1,0,0,1,0,0,0,0
co,0,0,1,1,0,0,0,0
poured,0,0,0,1,1,0,0,0
slumping,0,0,0,1,0,0,0,0
cvx,0,0,0,1,0,0,0,0
vc,0,0,0,1,0,0,0,0
concerted,0,0,0,1,0,0,0,0
conflicting,1,0,0,1,0,0,0,0
ballot,0,0,0,1,0,0,0,0
disbelief,0,0,0,1,0,0,0,0
hathaway,0,0,0,1,0,0,0,0
caviar,0,0,0,1,0,0,0,0
ink,0,0,1,1,0,0,1,0
oncologists,0,0,0,1,0,0,0,0
compares,0,0,0,1,0,0,0,1
saves,0,0,1,1,0,0,0,0
masayoshi,0,0,0,1,0,0,0,0
announced,1,0,1,1,1,1,0,1
chee,0,0,0,1,0,0,0,0
crunch,0,0,1,1,0,0,0,0
docusign,0,0,0,1,0,0,0,0
cited,0,0,0,1,0,0,0,0
meaningful,1,0,0,1,0,1,0,1
retail,0,0,0,1,0,0,1,0
greed,0,0,0,1,0,0,0,0
nets,0,0,1,1,0,0,0,0
plummets,0,0,0,1,0,0,0,0
rates,2,0,1,1,0,0,0,2
unmistakable,0,0,0,1,0,0,0,0
indexes,0,0,0,1,0,0,0,0
blackrock,0,0,0,1,0,0,0,0
belfort,0,0,0,1,0,0,0,0
observer,0,0,0,1,0,0,0,0
wu,0,0,0,1,0,0,0,0
buffett,0,0,0,1,0,0,0,0
publicly,0,0,0,1,0,1,0,0
